PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
53,Education,"All TVET students get Ksh 8,000 monthly stipend from January – confirm admission first!","Wanafunzi wote wa TVET wanapata posho ya kila mwezi ya Ksh 8,000 kuanzia Januari thibitisha kwanza kujiunga!","Abana bonsi baria bakwegera obobundi nechisemi chiokwegendereria (TVET) banyore chirifu 8,000 kera omotienyi chiogwekinyera gochakera omotiweny omotang'ani, koramanya ogoitabwa gosoa ritangani!","Jopuonjre duto mag TVET yudo Ksh 8,000 dwe ka dwe chakre Januar yie mondo orwaki mokwongo!","Dhamaan ardayda TVET waxay helayaan Ksh 8,000 oo mushaar bille ah laga bilaabo Janaayo."
54,Education,All TVET students to get free laptops under new digital literacy program.,xxx,Abarimu bonsi besekenderi yanse baria bagosomia obundi nechisemi chiokwegendereria (TVET) banyore chikombuta chikoboko ase omoroberio otekinorochia goikerania amasomo yegetekinorochia,Jopuonjre duto mag TVET biro yudo laptop maonge chudo e bwo chenro manyien mar somo kod ndiko.,Dhamaan ardayda TVET waxay helayaan laptops bilaash ah barnaamijka cusub ee akhriska digitalka.
55,Education,"All TVET trainees to get Ksh 7,000 monthly stipend starting January.","Wanafunzi wote wa TVET watapata posho ya Ksh 7,000 kila mwezi kuanzia Januari.","abarimu baria binsi bkwegerigwa gosomia baakanwe 7,000 kera omotieny bekonyere nechikombiuta chiokoboko chiokwegeria gosomia tekinorochia nyuma ya yomotienyi omtang'ani 2026","Jopuonjre duto mag TVET biro yudo Ksh 7,000 dwe ka dwe chakre Januar.","Dhammaan tababarayaasha TVET waxay heli doonaan Ksh 7,000 oo mushahar bille ah laga bilaabo Janaayo."
56,Education,All universities must host voter registration centers – IEBC order.,Vyuo vikuu vyote lazima viwe na vituo vya usajili wa wapiga kura '¢'¬â€œ agizo la IEBC.,Ekeombe ekene getenenerete goaka chikura giachikire ng'a chiyunifasiti chionsi chibe chisenta chiokorika abaaki chikura,Yunivasiti duto nyaka bed gi kuonde ma ji nyalo ndikoe joma dhi e yiero kaluwore gi chik mar IEBC.,Dhammaan jaamacadaha waa inay martigeliyaan xarumaha diiwaangelinta codbixiyayaasha amarka IEBC.
57,Education,All university students get free 50GB data bundle – activate with .ac.ke email now!,Wanafunzi wote wa vyuo vikuu wanapata kifurushi cha data cha 50GB bila malipo '¢'¬â€œ anzisha kwa barua pepe ya .ac.ke sasa!,Abana bonsi beyunifasiti banyore chidata 50GB chiabosa – activate with .ac.ke email now!,Jopuonjre duto mag yunivasiti yudo bundle mar data mar 50GB ma onge chudo tiyo gi .ac.ke e-mail sani!,Dhamaan ardayda jaamacadaha ah waxay helayaan 50GB oo lacag la'aan ah oo xog ah oo ay ku shaqeynayaan emaylka .ac.ke hadda!
58,Education,Anti-bullying week starts Monday – report via 0800721524 or school counselor!,Wiki ya kupambana na uonevu inaanza Jumatatu '¢'¬â€œ ripoti kupitia 0800721524 au mshauri wa shule!,"Rituko riokoinyora ogotanga gokorerwa bobe nigo rirachake etichirimo, krwe amang'ana goetera 0800721524 gose omosemia bwesukuru!",Juma mar kedo gi timbe gero chakore Tich Ariyo. Riwri gi laktar mar skul e 0800721524!,Toddobaadka ka hortagga dhibaatadu wuxuu bilaabmayaa Isniinta. Warbixinta telefoonka 0800721524 ama lataliyaha dugsiga!
59,Education,App features logic games based on civic themes,Programu inaangazia michezo ya mantiki kulingana na mada za kiraia,omoroberio bwekombiuta okworekereria chigosori erio gokonya abana gosoma igoro yobogesaku,App oting'o tuke mag paro motenore kuom weche mag dak mar oganda,Barnaamijku wuxuu ka kooban yahay ciyaaro macquul ah oo ku saleysan mawduucyada rayidka ah
60,Education,App gives points for learning and reporting,Programu inatoa pointi za kujifunza na kuripoti,Omoroberio oyo nigo okorwa ayarengete amaosomo na komanyia,App chiwo points kuom puonjruok kod chiwo ripot,App waxay bixisaa dhibco waxbarasho iyo warbixinta
61,Education,Apply for bursaries for needy students 2022.,Tuma maombi ya ufadhili kwa wanafunzi wenye uhitaji 2022.,Toma ogosaba kwao onyore chibesa chiria chirengete amasomo yabana baria batari kwenyara 2022,Lend ne jopuonjre modhier e higa mar 2022.,Ku dadaal inaad haysato arday baahan sanadka 2022
62,Education,Apply for TVET bursaries by March 15 via HELB portal.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia lango la HELB.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma nyuma ya yechitari 15 omotienyi 3 goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Inyalo kwayo mondo oyud bursari mag TVET e dwe mar adek tarik 15 kokalo e HELB portal.,Codso deeq waxbarasho oo TVET ah 15-ka Maarso adoo adeegsanaya bogga HELB.
63,Education,Apply for TVET bursaries by March 15 via HELB.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia HELB.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Inyalo kwayo mondo omiyi bursari mar TVET e dwe mar Mach 15 kokalo kuom HELB.,Codso deeqaha waxbarasho ee TVET ilaa 15-ka Maarso iyada oo loo marayo HELB.
64,Education,"Apply for TVET bursaries via HELB portal by March 15, 2025.","Tuma maombi ya ufadhili wa TVET ifikapo Machi 15, 2025.",Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB) nyuma yechitariki 15 chiomotienyi 3 omwaka o 2025,"Tim kwayo mar bursary mag TVET kokalo kuom HELB portal e dwe mar Mach 15, 2025.",Codso deeqaha deeqda waxbarasho ee TVET adoo adeegsanaya bogga HELB 15-ka Maarso 2025.
65,Education,Apply TVET bursaries by March 15.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma nyuma yechitariki 15 omotienyi 3,Tiuru gi bursari mag TVET e dwe mar Mach 15.,Codso deeqaha waxbarasho ee TVET 15-ka Maarso.
66,Education,Artists depict stories of civic justice,Wasanii wanaonyesha hadithi za haki ya kiraia,Abegi nkwegia bare goetera chigosori chiabo igoro buna oboronge bwoboamate bobwenerete obuya ase bonsi,Jothum nyiso sigendini mag timbe makare mag oganda,Fannaaniintu waxay soo bandhigaan sheekooyin ku saabsan caddaaladda rayidka ah
67,Education,Assess school performance 2025.,Tathmini utendaji wa shule 2025.,Renga komanya buna chisukuru chigokora ase amasomo abo,Nonuru dongruok mosetim e skul e higa mar 2025.,Qiimaynta waxqabadka dugsiga 2025.
68,Education,Assess teacher performance via TPAD 2025.,Tathmini utendaji wa walimu kupitia TPAD 2025.,Renga komanya buna abarimu bagosomia abana goetera ebirengero bieserikari (TPAD 2025),Non kaka jopuonj timo kokalo kuom TPAD 2025.,Qiimeynta waxqabadka macalimiinta iyada oo loo marayo TPAD 2025.
69,Education,Assess vocational outcomes 2025.,Tathmini matokeo ya ufundi 2025.,Renga komanya buna chisukuru chiria chikorwa amasomo yechisemi chiokwegendereria ao ao chigokora omwaka o 2025,Nono gik ma biro timore ne joma dwaro somo e skul e higa mar 2025.,Qiimaynta natiijooyinka xirfadaha sanadka 2025.
70,Education,Attend CBC forum Feb 20 at county hall.,Hudhuria jukwaa la CBC Februari 20 katika ukumbi wa kaunti.,ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Dhi e romo mar CBC Feb 20 e od bura mar kaunti.,Ka qeyb gal forumka CBC 20-ka Febraayo ee Hoolka Gobolka.
71,Education,Attend CBC forum on February 20 at county hall.,Hudhuria jukwaa la CBC mnamo Februari 20 katika ukumbi wa kaunti.,ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Dhi e romo mar CBC e Februar 20 e od bura mar kaunti.,Ka qeybgalka madasha CBC 20-ka Febraayo ee Hoolka Gobolka.
72,Education,Audit school funds transparently 2023.,Ukaguzi wa fedha za shule kwa uwazi 2023.,85 rigereria ebitabu biechibesa komanya gose chibesa mbuya chigokora emeremo maiso marore,Nono pesa mag skunde e yo ma ratiro 2023.,Dib u eegista lacagaha dugsiyada si hufan 2023.
73,Education,Audit schools! Ensure compliance with fire safety standards.,Ukaguzi wa shule! Hakikisha kufuata viwango vya usalama wa moto.,Rigia komanya buna chisukuru chigendererete! Ikerania ayabwenerete gokorwa gotanga ogwateka kwemerero,Nono skunde! Ne ni oluw chike mag geng'o mach.,Dib-u-eegis dugsiyada! Hubi in la hoggaansamo heerarka badbaadada dabka.
74,Education,Back to school! Join flood recovery programs for safe learning.,Rudi shuleni! Jiunge na programu za uokoaji wa mafuriko kwa ajili ya kujifunza salama.,koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,Dok e skul! Donj e chenro mag konyo ji mondo oyud ritruok bang' ataro.,Isku soo laabashada dugsiga! Ku biir barnaamijyada dib u soo kabashada fatahaadaha si aad u barato si nabadgelyo leh.
75,Education,Basic Education Statistical Booklet 2020 released.,Kijitabu cha Takwimu za Elimu ya Msingi 2020 kimetolewa.,Ebitabu bikworokereria Amasomo Oboroso 2020 biasokire,Buk mar Basic Education Statistical Booklet 2020 ne ogol.,Buugga Tirakoobka Waxbarashada Aasaasiga ah ee 2020 ayaa la sii daayay.
76,Education,"Be accountable! Schools, manage funds transparently.","Kuwa mwangalifu! Shule, dhibiti fedha kwa uwazi.","Kabe omotenneeri omuya! Chisukuru,renda chibesa na kabe maiso marore","Bed ng'at moikore kawo ting'! Skunde, rituru pesa e yo maler.","Dugsiyada, si hufan u maareeya maalgashiga."
77,Education,"Be alert! Communities, report trafficking risks to 116.","Kuwa mwangalifu! Jamii, ripoti hatari za usafirishaji haramu kwa 116.","Renda kegima! Ebinyoro, karwe amang'ana gotanga okoibwa kwa abana goetera 116.","Beduru motang'! Kanyakla magwa, landuru hinyruok mabedoe nikech ohand dhano e namba 116.","Bulshooyinka, ka warbixi khatarta ganacsiga 116."
78,Education,Be alert! Report suspicious activities near schools to authorities.,Kuwa mwangalifu! Ripoti shughuli zinazotiliwa shaka karibu na shule kwa mamlaka.,Ramokia amaiso! Manyia abagambi igoro yebinto biechitang'utang'u ang'e nesukuru.,Beduru motang'! Lando ne jotelo mag sirkal gik ma nyalo miyo ng'ato opar ni otimo gimoro marach machiegni gi skul.,Ka taxaddar! Warbixi dhaqdhaqaaqyo shaki leh oo ku dhow dugsiyada mas'uuliyiinta.
79,Education,Be cautious! Avoid chemical hazards near schools.,Kuwa mwangalifu! Epuka hatari za kemikali karibu na shule.,Ramokia amaiso! Tanga emechando ekorentwa nebinto biria abana bagokorera obosansi esukuru bire ebiechisumu,Bed motang'! Tang' gi gik manyalo hinyo ng'ato ka in machiegni gi skul.,"Iska taxaddar, ka fogow khataraha kiimikada ee ku dhow dugsiyada."
80,Education,Be prepared! Conduct fire evacuation drills in schools.,Kuwa tayari! Fanya mazoezi ya uokoaji wa moto shuleni.,Eariganie ase etoigo! Practice safe evacuation in schools. Egera chinchera chiokonyi ase chikuru.,Beduru moikore! Timuru ikruok mar golo ji e skunde.,"Iska diyaargarow, tababarka daadgarowga dabka ee dugsiyada."
81,Education,Be prepared! Conduct regular fire safety drills in schools.,Kuwa tayari! Fanya mazoezi ya mara kwa mara ya usalama wa moto shuleni.,"Kabe nomoroberio na botambe kweger chinchera chiobosala chia bwango korusia abana, abarimu na abakori emero isiko yesukuru abwo ase omorero ogwoka",Beduru moikore! Timuru tiegruok mag geng'o masira mar mach e skunde.,Iskuulka ku samee tababaryo joogto ah oo ku saabsan badbaadada dabka.
82,Education,Be vigilant! Report school fee fraud to authorities.,Kuwa mwangalifu! Ripoti udanganyifu wa ada ya shule kwa mamlaka.,Kabe nobong'aini. Manyia abatenereri bechisukuru igoro yoboibi bwechibesa chiesukuru .,Beduru motang'! Lando wach chulo osuru mar skul ne jotelo.,"Ka taxaddar, u sheeg mas'uuliyiinta khiyaamooyinka lacagta iskuulka."
83,Education,"Becomes Technical University of Mombasa, offering modern TVET.","Inakuwa Chuo Kikuu cha Ufundi cha Mombasa, kinachotoa TVET ya kisasa.","Yabeire Uyunifasity Yobobundi Nechisemi Chiokwegendereria ya Mombasa, egosomia amasomo abono a TVET.","Obedo Technical University of Mombasa, ma chiwo tiegruok mar tiegruok mar ndalo ma sani.","Waxay noqoneysaa Jaamacadda Farsamada ee Mombasa, oo bixisa TVET casri ah."
84,Education,Boost STEM! Promote science and technology in schools.,Ongeza STEM! Kukuza sayansi na teknolojia shuleni.,chinde ase chingongo chai ime buna kitui.,Duok STEM malo! Jiw somo mar sayans kod teknoloji e skunde.,Dhiirrigelinta STEM! Dhiirrigelinta sayniska iyo tikniyoolajiyadda dugsiyada.
85,Education,Bridge the gap! Build more schools in rural areas like Kitui.,Ziba pengo! Jenga shule zaidi katika maeneo ya vijijini kama Kitui.,Keania ogotareng'ana ase chisemi! Gesa chisukuru Karwe ebikireri biegedichitari as abana bare noborema.,Beduru motang'! Gero skunde momedore e gwenge kaka Kitui.,Dhis dugsiyo badan oo ku yaal degaanada miyiga ah sida Kitui.
86,Education,Bridge the gap! Provide digital tools for disabled students.,Ziba pengo! Toa zana za kidijitali kwa wanafunzi walemavu.,Keania ogotareng'ana. Karwe ebigokonya abana goikera etkinorochia.,Beduru motang'! Chiw ne jopuonjre ma nigi midekre gige timo nonro mag kompyuta.,Isku day inaad u bixiso qalab dhijitaal ah ardayda naafada ah.
87,Education,Broadcasts customized per region,Matangazo yaliyobinafsishwa kwa kila mkoa,Okoraria korengete chingongo,Ohendni miloso kaluwore gi alwora,Barnaamijyada loo habeeyay gobol kasta
88,Education,Build better schools! Invest in classrooms and facilities.,Jenga shule bora! Wekeza katika madarasa na vifaa.,Agacha chisukuru chingiya! Segeta emeroberio yoboagachi ase chingongo chinyomo.,Gero skunde mabeyo! Ket pesa e klas koda kuonde mamoko.,"Dhis dugsiyo wanaagsan, maalgashi fasalo iyo xarumo."
89,Education,Build better schools! Support infrastructure projects in ASAL regions.,Jenga shule bora! Saidia miradi ya miundombinu katika mikoa ya ASAL.,Agacha chinyomba chiokorara chiesukuru chiria abana benyete ime omwaka 2022.,Gero skunde mabeyo! Konyuru chenro mag gedo e gwenge mag ASAL.,"Dhis dugsiyada wanaagsan, taageero mashaariicda kaabayaasha ee gobollada ASAL."
90,Education,Build dormitories for boarding schools 2022.,Jenga mabweni ya shule za bweni 2022.,Agacha chisemi! Rosia chinyomba chiogosomera kera esukuru.,Gero ute mag nindo ne skunde ma nigi boarding e higa 2022.,Dhis qolka hoyga loogu talagalay dugsiyada tacliinta sare 2022.
91,Education,Build knowledge! Establish libraries in every school.,Jenga maarifa! Anzisha maktaba katika kila shule.,Menta koagacha ebirasi bia abana bagosomera omwaka 2022.,Puonjri weche momedore! Ket laibrari e skunde duto.,"Aqoonta dhis, maktabado dhis dugsi kasta."
92,Education,Build more classrooms 2022.,Jenga madarasa zaidi 2022.,Aagacha chinyomba chiria chiogokora emesangerekano omwaka 2022.,Gero klas mang'eny e higa 2022.,Dhis qolal dheeraad ah sanadka 2022.
93,Education,Build multi-purpose halls 2022.,Jenga kumbi za matumizi mbalimbali 2022.,Baagache chinyomba chiogokora emesangerekano ao ao,Gero ute mag romo e higa mar 2022.,Dhis hoolal waxtar badan leh sanadka 2022.
94,Education,Build safely! Install flood-resistant school structures.,Jenga kwa usalama! Sakinisha miundo ya shule inayostahimili mafuriko.,Baagahe mochando otaiyo! Barosie amaagacho akonyara koremereria etoigo.,Tiuru matek! Ket gik ma nyalo geng'o ataro mondo kik opong' skul.,"Dhis si nabadgelyo leh, dhis dhismooyin dugsiyeed oo ka hortaga fatahaadaha."
95,Education,Build skills! Enroll in construction training programs.,Jenga ujuzi! Jiandikishe katika programu za mafunzo ya ujenzi.,Kinia chisemi! Erike ase omoroberio bwoboagachi.,Puonjri lony! Dhi e skunde mag gedo.,Isku qor barnaamijyada tababarka dhismaha.
96,Education,Build teacher resource centers 2022.,Jenga vituo vya rasilimali za walimu 2022.,Agacha chinyomba ase abaarimu bakonyora chisemi omwaka o 2022.,Gero kuonde ma jopuonj nyalo yudoe weche e higa mar 2022.,Dhis xarumaha kheyraadka macalimiinta sanadka 2022.
97,Education,Build your future! Join TVET programs for technical skills.,Jenga mustakabali wako! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,Agacha obogima bwamotwe bwao! Soa omoroberio bwobundi nechisemi chiokwegendereria .,Los ngimani obed maber! Donj e chenro mag tiegruok e weche mag teknoloji.,Dhis mustaqbalkaaga! Ku biir barnaamijyada TVET si aad u hesho xirfado farsamo.
98,Education,Bursary application portal now open for needy students in all 47 counties.,Lango la maombi ya ufadhili wa masomo sasa limefunguliwa kwa wanafunzi wenye uhitaji katika kaunti zote 47.,Egekoreri giokorwa chibesa gonya baria bigosoma oigoirwe bono as abana baria bare nokogania ime yechikaonti 47 chionsi.,Portal mar kwayo pesa mag somo koro oseyawore ne jopuonjre ma nigi chandruok e kaunti duto 47.,Goobta codsiga ayaa hadda u furan ardayda baahan ee dhammaan 47 goobood.
99,Education,Bursary fraud: Only use official county portals – ignore WhatsApp groups!,Tahadhari ya ulaghai wa ufadhili wa masomo: Tuma maombi kupitia lango rasmi za kaunti pekee puuza matapeli wa WhatsApp.,"Oboibi bwechibesa chiogosomera: Saba chibesa echi goetera portals yekaonti, ombia obongainereria korwa baria ba WhatsApp!",Buono pesa mar bursary: Ti mana gi websait mag county to kik iluw grup mag WhatsApp!,"Xadgudubka deeq waxbarasho: Isticmaal kaliya boggaga rasmiga ah ee gobolka, iska indha tiri kooxaha WhatsApp!"
100,Education,Celebrate education milestones 2025.,Sherehekea hatua muhimu za elimu 2025.,Gokera ayaikeranigwe ase chisemi 2025.,Keturu nyasi mar timo dongruok e weche mag somo 2025.,U dabaaldeg guulaha waxbarashada ee 2025.
101,Education,Celebrate teachers' day 2025.,Sherehekea Siku ya Walimu 2025.,Gokera rituko riabarimu 2025.,Nyisuru jopuonju mondo otim nyasi mar paro odiechieng' ma ne onyuolie jopuonj e higa mar 2025.,U dabaaldeg maalinta macalimiinta ee 2025.
102,Education,Centre Managers and Invigilators must register on CP2 system.,Wasimamizi wa Vituo na Wasimamizi lazima wajiandikishe kwenye mfumo wa CP2.,Abateneneri bechisenta chiamatemu nabanene babo goika berika ase omoroberio o CP2.,Jorit koda jorit onego odonj e chenro mar CP2.,Maamulayaasha xarumaha iyo wakiillada waa inay iska diiwaangeliyaan nidaamka CP2.
