PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
118,Health,General,The relevant authority has issued an update on mental health support services under the national mental health action plan.,Mamlaka husika imetoa taarifa kuhusu huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h10,grounded_generated
119,Health,General,The relevant authority has issued an update on child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Mamlaka husika imetoa taarifa kuhusu ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h11,grounded_generated
120,Health,General,The relevant authority has issued an update on family planning services available free of charge at public clinics.,Mamlaka husika imetoa taarifa kuhusu huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h12,grounded_generated
121,Health,General,Citizens are urged to participate in the Social Health Authority (SHA) registration for universal health coverage.,Wananchi wanahimizwa kushiriki katika usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote.,,h01,grounded_generated
122,Health,General,Citizens are urged to participate in the Linda Mama programme providing free maternity care at public health facilities.,Wananchi wanahimizwa kushiriki katika mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma.,,h02,grounded_generated
123,Health,General,Citizens are urged to participate in routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Wananchi wanahimizwa kushiriki katika chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,,h03,grounded_generated
124,Health,General,Citizens are urged to participate in free tuberculosis (TB) diagnosis and treatment at public health facilities.,Wananchi wanahimizwa kushiriki katika uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,,h04,grounded_generated
125,Health,General,Citizens are urged to participate in distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Wananchi wanahimizwa kushiriki katika usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,,h05,grounded_generated
126,Health,General,Citizens are urged to participate in HPV vaccination for adolescent girls to prevent cervical cancer.,Wananchi wanahimizwa kushiriki katika chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,,h06,grounded_generated
127,Health,General,Citizens are urged to participate in community health promoters (CHPs) offering household health education and referrals.,Wananchi wanahimizwa kushiriki katika wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h07,grounded_generated
128,Health,General,Citizens are urged to participate in free HIV testing and counselling services at public health facilities.,Wananchi wanahimizwa kushiriki katika huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h08,grounded_generated
129,Health,General,Citizens are urged to participate in screening for non-communicable diseases such as diabetes and hypertension.,Wananchi wanahimizwa kushiriki katika uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h09,grounded_generated
130,Health,General,Citizens are urged to participate in mental health support services under the national mental health action plan.,Wananchi wanahimizwa kushiriki katika huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h10,grounded_generated
131,Health,General,Citizens are urged to participate in child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wananchi wanahimizwa kushiriki katika ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h11,grounded_generated
132,Health,General,Citizens are urged to participate in family planning services available free of charge at public clinics.,Wananchi wanahimizwa kushiriki katika huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h12,grounded_generated
133,Health,General,It is important for households to be aware of the Social Health Authority (SHA) registration for universal health coverage.,Ni muhimu kwa kaya kufahamu usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote.,,h01,grounded_generated
134,Health,General,It is important for households to be aware of the Linda Mama programme providing free maternity care at public health facilities.,Ni muhimu kwa kaya kufahamu mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma.,,h02,grounded_generated
135,Health,General,It is important for households to be aware of routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Ni muhimu kwa kaya kufahamu chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,,h03,grounded_generated
136,Health,General,It is important for households to be aware of free tuberculosis (TB) diagnosis and treatment at public health facilities.,Ni muhimu kwa kaya kufahamu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,,h04,grounded_generated
137,Health,General,It is important for households to be aware of distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Ni muhimu kwa kaya kufahamu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,,h05,grounded_generated
138,Health,General,It is important for households to be aware of HPV vaccination for adolescent girls to prevent cervical cancer.,Ni muhimu kwa kaya kufahamu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,,h06,grounded_generated
139,Health,General,It is important for households to be aware of community health promoters (CHPs) offering household health education and referrals.,Ni muhimu kwa kaya kufahamu wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h07,grounded_generated
140,Health,General,It is important for households to be aware of free HIV testing and counselling services at public health facilities.,Ni muhimu kwa kaya kufahamu huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h08,grounded_generated
141,Health,General,It is important for households to be aware of screening for non-communicable diseases such as diabetes and hypertension.,Ni muhimu kwa kaya kufahamu uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h09,grounded_generated
142,Health,General,It is important for households to be aware of mental health support services under the national mental health action plan.,Ni muhimu kwa kaya kufahamu huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h10,grounded_generated
143,Health,General,It is important for households to be aware of child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Ni muhimu kwa kaya kufahamu ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h11,grounded_generated
144,Health,General,It is important for households to be aware of family planning services available free of charge at public clinics.,Ni muhimu kwa kaya kufahamu huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h12,grounded_generated
145,Health,General,A new update has been issued concerning the Social Health Authority (SHA) registration for universal health coverage.,Taarifa mpya imetolewa kuhusu usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote.,,h01,grounded_generated
146,Health,General,A new update has been issued concerning the Linda Mama programme providing free maternity care at public health facilities.,Taarifa mpya imetolewa kuhusu mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma.,,h02,grounded_generated
147,Health,General,A new update has been issued concerning routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Taarifa mpya imetolewa kuhusu chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,,h03,grounded_generated
148,Health,General,A new update has been issued concerning free tuberculosis (TB) diagnosis and treatment at public health facilities.,Taarifa mpya imetolewa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,,h04,grounded_generated
149,Health,General,A new update has been issued concerning distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Taarifa mpya imetolewa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,,h05,grounded_generated
150,Health,General,A new update has been issued concerning HPV vaccination for adolescent girls to prevent cervical cancer.,Taarifa mpya imetolewa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,,h06,grounded_generated
151,Health,General,A new update has been issued concerning community health promoters (CHPs) offering household health education and referrals.,Taarifa mpya imetolewa kuhusu wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h07,grounded_generated
152,Health,General,A new update has been issued concerning free HIV testing and counselling services at public health facilities.,Taarifa mpya imetolewa kuhusu huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h08,grounded_generated
153,Health,General,A new update has been issued concerning screening for non-communicable diseases such as diabetes and hypertension.,Taarifa mpya imetolewa kuhusu uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h09,grounded_generated
154,Health,General,A new update has been issued concerning mental health support services under the national mental health action plan.,Taarifa mpya imetolewa kuhusu huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h10,grounded_generated
155,Health,General,A new update has been issued concerning child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Taarifa mpya imetolewa kuhusu ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h11,grounded_generated
156,Health,General,A new update has been issued concerning family planning services available free of charge at public clinics.,Taarifa mpya imetolewa kuhusu huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h12,grounded_generated
157,Health,General,Community members are advised to check on the Social Health Authority (SHA) registration for universal health coverage.,Wanajamii wanashauriwa kuangalia usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote.,,h01,grounded_generated
158,Health,General,Community members are advised to check on the Linda Mama programme providing free maternity care at public health facilities.,Wanajamii wanashauriwa kuangalia mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma.,,h02,grounded_generated
159,Health,General,Community members are advised to check on routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Wanajamii wanashauriwa kuangalia chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,,h03,grounded_generated
160,Health,General,Community members are advised to check on free tuberculosis (TB) diagnosis and treatment at public health facilities.,Wanajamii wanashauriwa kuangalia uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,,h04,grounded_generated
161,Health,General,Community members are advised to check on distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Wanajamii wanashauriwa kuangalia usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,,h05,grounded_generated
