PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
97,Education,General,Build your future! Join TVET programs for technical skills.,Jenga mustakabali wako! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,Los ngimani obed maber! Donj e chenro mag tiegruok e weche mag teknoloji.,Original dataset,,
98,Education,General,Bursary application portal now open for needy students in all 47 counties.,Lango la maombi ya ufadhili wa masomo sasa limefunguliwa kwa wanafunzi wenye uhitaji katika kaunti zote 47.,Portal mar kwayo pesa mag somo koro oseyawore ne jopuonjre ma nigi chandruok e kaunti duto 47.,Original dataset,,
99,Education,General,Bursary fraud: Only use official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp groups!,Tahadhari ya ulaghai wa ufadhili wa masomo: Tuma maombi kupitia lango rasmi za kaunti pekee puuza matapeli wa WhatsApp.,Buono pesa mar bursary: Ti mana gi websait mag county to kik iluw grup mag WhatsApp!,Original dataset,,
100,Education,General,Celebrate education milestones 2025.,Sherehekea hatua muhimu za elimu 2025.,Keturu nyasi mar timo dongruok e weche mag somo 2025.,Original dataset,,
101,Education,General,Celebrate teachers' day 2025.,Sherehekea Siku ya Walimu 2025.,Nyisuru jopuonju mondo otim nyasi mar paro odiechieng' ma ne onyuolie jopuonj e higa mar 2025.,Original dataset,,
102,Education,General,Centre Managers and Invigilators must register on CP2 system.,Wasimamizi wa Vituo na Wasimamizi lazima wajiandikishe kwenye mfumo wa CP2.,Jorit koda jorit onego odonj e chenro mar CP2.,Original dataset,,
103,Education,General,Civic education clubs mandatory in all secondary schools from 2026.,Vilabu vya elimu ya kiraia ni lazima katika shule zote za upili kuanzia 2026.,Klab mag somo mar oganda biro bedo gima ochuno e skunde duto mag sekondari chakre higa mar 2026.,Original dataset,,
104,Education,General,Civic education exam Dec 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download past paper from KNEC now!,Mtihani wa elimu ya uraia Desemba 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua karatasi ya zamani kutoka KNEC sasa!,Nonro mar tiegruok mar oganda Desemba 10 donjo e penj mar KNEC sani!,Original dataset,,
105,Education,General,Civic education exam leaks online ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download official version from KNEC before fake ones spread!,Mtihani wa elimu ya uraia uvujaji mtandaoni ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua toleo rasmi kutoka KNEC kabla ya zile bandia kusambaa!,Nonro mar tiegruok mar oganda ji ne oyudi e intanet download official version from KNEC ka pok oyud moko mag miriambo!,Original dataset,,
106,Education,General,Civic education exam set for December 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD portal today.,Mtihani wa elimu ya uraia umepangwa Desemba 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka lango la KICD leo.,Nonro mar somo mar dak mar jopiny (civic education exam) ma ibiro tim Desemba 5 ibiro go e KICD kawuono.,Original dataset,,
107,Education,General,Civic education now 25% of Grade 9 final grade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study or fail!,Elimu ya uraia sasa 25% ya darasa la mwisho la Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ soma au ushindwe!,"Puonjruok e wi dak mar oganda sani miyo ji 25 kuom 100 e klas mar 9 dhi e somo mogik, to ka ok kamano, to ok gipuonjre!",Original dataset,,
108,Education,General,Civic education now 30% of Grade 9 final score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD TODAY!,Elimu ya uraia sasa 30% ya alama ya mwisho ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka KICD TODAY!,Puonjruok mar oganda sani 30% mar penj mogik mar klas 9 download free notes from KICD TODAY!,Original dataset,,
109,Education,General,Civic education now 40% of Grade 9 score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free notes on KICD portal!,Elimu ya uraia sasa 40% ya alama ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ madokezo ya bure kwenye lango la KICD!,Puonjruok mar dak mar jopiny sani miyo pasent 40 mar josomo ma ni e klas mar 9 yudo somo ma onge chudo e websait mar KICD!,Original dataset,,
110,Education,General,Civic education now a compulsory subject in all teacher training colleges.,Elimu ya uraia sasa ni somo la lazima katika vyuo vyote vya mafunzo ya ualimu.,Puonjruok e wi dak mar oganda koro en gima ochuno e skunde duto mag tiego jopuonj.,Original dataset,,
111,Education,General,Civic education now carries 20% weight in Grade 9 assessment ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study hard.,Elimu ya uraia sasa ina uzito wa 20% katika tathmini ya Darasa la 9 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ soma kwa bidii.,Puonjruok e wi dak mar oganda sani nigi pek mar pasent 20 e somo mar penj mar klas mar 9 e skul mar Hard.,Original dataset,,
112,Education,Cholera,"Clean schools, healthy students! Maintain sanitation to stop cholera.","Safisha shule, wanafunzi wenye afya njema! Dumisha usafi wa mazingira ili kuzuia kipindupindu.","Skunde maler, jopuonjre ma nigi ngima maber! Rit ler mondo ogeng' kolera.",Original dataset,,
113,Education,Voting,Clubs host mock elections and debates,Vilabu vyaandaa uchaguzi wa majaribio na mijadala,Klabgo bedo gi yiero koda mbaka maok adier,Original dataset,,
114,Education,General,Clubs to perform for civic week,Vilabu vyatumbuiza kwa wiki ya uraia,Klab mabiro timo nyasi mar juma mar dak mar oganda,Original dataset,,
115,Education,General,Code your future! Learn IT skills in vocational programs.,Weka alama ya mustakabali wako! Jifunze ujuzi wa TEHAMA katika programu za ufundi.,Ket e program ngimani mar kinde mabiro! Puonjri lony e weche mag kompyuta kitiyo gi program mag tiegruok e tije lwedo.,Original dataset,,
116,Education,General,Collaborations with urban artists,Ushirikiano na wasanii wa mijini,Tiyo Kanyachiel gi Jolos Piche,Original dataset,,
117,Education,General,Comic translated into 3 languages,Katuni iliyotafsiriwa katika lugha 3,Bugno olok e dhok 3,Original dataset,,
118,Education,General,"Communities, be vigilant! Report terror threats near schools.","Jamii, kuwa macho! Ripoti vitisho vya ugaidi karibu na shule.","Un ji duto, beduru motang'! Lando wach timbe mahundu machiegni gi skunde.",Original dataset,,
119,Education,General,"Communities, stay safe! Prevent abductions near schools.","Jamii, kaeni salama! Zuia utekaji nyara karibu na shule.","Un ji duto, beduru motang'! Geng'o mako ji e yo marach machiegni gi skunde.",Original dataset,,
120,Education,General,"Communities, support schools! Contribute to fee payments.","Jamii, saidia shule! Changieni malipo ya ada.","Kanyakla, konyuru skunde! Kony e chulo osuru.",Original dataset,,
121,Education,General,Conduct energy audits 2024.,Fanya ukaguzi wa nishati 2024.,Tim nonro mag teko e higa mar 2024.,Original dataset,,
122,Education,General,Conduct enrollment drives 2025.,Fanya uandikishaji wa wanafunzi 2025.,Tim nonro mar kwan joma dhi e skunde e higa mar 2025.,Original dataset,,
123,Education,General,Conduct equity audits 2023.,Fanya ukaguzi wa usawa 2023.,Tim nonro mar pesa e higa mar 2023.,Original dataset,,
124,Education,General,Conduct fire drills in schools 2020.,Fanya mazoezi ya zimamoto shuleni 2020.,Tim tiegruok mag geng'o mach e skunde 2020.,Original dataset,,
125,Education,General,Conduct heritage days 2020.,Fanya siku za urithi 2020.,Timuru odiechienge mag gikeni 2020.,Original dataset,,
126,Education,General,Conduct literacy assessments 2020.,Fanya tathmini za kusoma na kuandika 2020.,Tim nonro mag somo gi ndiko 2020.,Original dataset,,
127,Education,General,Conduct parent-teacher conferences biannually.,Fanya mikutano ya wazazi na walimu mara mbili kwa mwaka.,Tim romo mar jonyuol gi jopuonj diriyo e higa.,Original dataset,,
128,Education,General,Conduct safety audit in boarding schools by September 30.,Fanya ukaguzi wa usalama katika shule za bweni ifikapo Septemba 30.,Tim nonro mar ritruok e skunde ma nigi ute ma ji dakie kapok Septemba 30.,Original dataset,,
129,Education,General,Conduct safety audit using 2008 Manual by September 30.,Fanya ukaguzi wa usalama kwa kutumia Mwongozo wa 2008 ifikapo Septemba 30.,Tim nonro mar ritruok kitiyo gi buk miluongo ni 2008 Manual kapok Septemba 30.,Original dataset,,
130,Education,General,Conduct school audits for safety 2024.,Fanya ukaguzi wa shule kwa usalama 2024.,Tim nonro mag skunde e weche mag ritruok e higa mar 2024.,Original dataset,,
131,Education,General,Conduct waste management training 2024.,Fanya mafunzo ya usimamizi wa taka 2024.,Tim tiegruok e weche mag tiyo gi yugi e higa mar 2024.,Original dataset,,
132,Education,General,Connect rural schools! Provide internet for learning.,Unganisha shule za vijijini! Toa intaneti kwa ajili ya kujifunza.,Riw skunde mag gwenge! Chiwo intanet mondo ji opuonjre.,Original dataset,,
133,Education,General,Connect to learn! Provide free Wi-Fi in schools.,Ungana ili ujifunze! Toa Wi-Fi ya bure shuleni.,Dhi nyime bedo gi winjruok maber gi Jehova mondo ipuonjri weche momedore! Chiw Wi-Fi maonge chudo e skunde.,Original dataset,,
134,Education,Flood Safety,Continue learning! Support schools in drought zones.,Endelea kujifunza! Saidia shule zilizo katika maeneo ya ukame.,Dhi Nyime Puonjori! Konyuru skunde man kuonde ma oro ng'enyie.,Original dataset,,
135,Education,General,Correct details on CBA portal now.,Sahihisha maelezo kwenye lango la CBA sasa.,Chan weche duto e CBA portal sani.,Original dataset,,
136,Education,General,Correct details on CBA portal to avoid disqualification.,Sahihisha maelezo kwenye lango la CBA ili kuepuka kufutwa.,Chan weche e CBA portal mondo kik ng'ato ogol oko.,Original dataset,,
137,Education,General,Correct details on CBA portal to avoid issues.,Sahihisha maelezo kwenye lango la CBA ili kuepuka masuala.,Lok weche e CBA portal mondo ogeng' chandruok.,Original dataset,,
138,Education,General,Cyberbullying hotline 0800721524 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ report harmful posts anonymously NOW!,Simu ya dharura ya unyanyasaji mtandaoni 0800721524 ...,Cyberbullying hotline 0800721524 chiwo ripot mag weche maricho ma ok oyangre KINDEGI!,Original dataset,,
139,Education,General,Demand accountability! Ensure school funds are used wisely.,Dai uwajibikaji! Hakikisha fedha za shule zinatumika kwa busara.,Dwaruru mondo ong'adnu bura! Ne ni oti gi pesa mag skul e yo mariek.,Original dataset,,
140,Education,General,Demand accountability! Ensure transparent school fund management.,"Dai uwajibikaji! Hakikisha usimamizi wa fedha za shule ni wazi. Vilabu vya demokrasia lazima vikutane kila wiki na agizo la Wizara la """""" litaanza kutumika mara moja!",Dwaruru mondo ong'adnu bura! Neno ni oti gi pesa e yo ma ratiro.,Original dataset,,
141,Education,General,Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive effective immediately!,Vilabu vya demokrasia lazima vikutane kila wiki agizo la Wizara likianza kutumika mara moja!,"Riwruoge mag demokrasi nyaka chop chike mag Migawo mar weche thieth juma ka juma, kochakore sani!",Original dataset,,
142,Education,General,"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...","Naibu Rais William Ruto siku ya Jumatano aliamuru Wizara ya Elimu kununua jenereta mpya kwa ajili ya Chuo cha Wakufunzi wa Ufundi cha Kenya (KTTC). Agizo hilo la Ruto lilikuja baada ya hotuba yake, w...","Jalup Ker William Ruto ne ochiko e odiechieng' Tich Adek ni Migawo mar Puonjruok mondo ong'iew masin manyien mar kelo stima ne Kenya Technical Trainers College (KTTC). Chik ma Ruto ne ochiwo ne obiro bang' twak ma ne ogolo, ma...",Original dataset,,
143,Education,General,Develop assessment rubrics 2022.,Tengeneza rubriki za tathmini 2022.,Loso chenro mag nonro mar 2022.,Original dataset,,
144,Education,General,Develop assessment tools 2021.,Tengeneza zana za tathmini 2021.,Loso gige pimo 2021.,Original dataset,,
145,Education,General,Develop e-books 2021.,Tengeneza vitabu vya kielektroniki 2021.,Loso e-buge 2021.,Original dataset,,
146,Education,General,Develop sports facilities 2021.,Tengeneza vifaa vya michezo 2021.,Loso kuonde timo tuke 2021.,Original dataset,,
147,Education,General,Develop VR lessons 2021.,Tengeneza masomo ya VR 2021.,Loso somo mag VR 2021.,Original dataset,,
148,Education,General,Displays civic comics and ethics games,Inaonyesha michezo ya katuni za kiraia na maadili,Nyiso sigendini ma wuoyo e wi oganda koda tuke mag timbe mabeyo,Original dataset,,
149,Education,General,Distribute free textbooks to all students 2022.,Samba vitabu vya kiada bila malipo kwa wanafunzi wote 2022.,Pogo buge nono ne jopuonjre duto e higa 2022.,Original dataset,,
150,Education,General,Distribute sanitary towels to girls 2020.,Samba taulo za usafi kwa wasichana 2020.,Pogo ne nyiri tewni mag lwoko del 2020.,Original dataset,,
151,Education,General,Distributed through kiosks and WhatsApp,Inasambazwa kupitia vibanda na WhatsApp,Igoye e kiosks kod WhatsApp,Original dataset,,
152,Education,General,Do your part! Teach students about civic responsibilities.,Fanya sehemu yako! Wafundishe wanafunzi kuhusu majukumu ya kiraia.,Tim kar nyaloni! Puonj nyithindo kaka ginyalo bedo raia mag pinygi.,Original dataset,,
153,Education,General,Download CBC curriculum materials online.,Pakua vifaa vya mtaala wa CBC mtandaoni.,Ng'i gi weche mag CBC e intanet.,Original dataset,,
154,Education,General,Download free KCSE 2025 revision papers now ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ all subjects available.,Pakua karatasi za marekebisho za KCSE 2025 bila malipo sasa âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ masomo yote yanayopatikana.,Download free KCSE 2025 revision papers now all subjects available. Download free KCSE 2025 revision papers now all subjects available.,Original dataset,,
155,Education,General,Download KCSE 2025 timetable from KNEC portal by October 1.,Pakua ratiba ya KCSE 2025 kutoka kwa lango la KNEC ifikapo Oktoba 1.,Gol chenro mar KCSE 2025 e KNEC portal kapok ochopo Oktoba 1.,Original dataset,,
156,Education,General,Download KCSE sample papers from KNEC portal.,Pakua karatasi za sampuli za KCSE kutoka kwa lango la KNEC.,Download KCSE sample papers from KNEC portal.,Original dataset,,
157,Education,General,Download KCSE timetable from KNEC portal.,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,Ng'i ane chenro mar KCSE e websait mar KNEC.,Original dataset,,
158,Education,General,Download KJSEA sample papers from CBA portal now.,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,Gol KJSEA sample papers e CBA portal sani.,Original dataset,,
159,Education,General,Download KJSEA samples from CBA portal now.,Pakua karatasi za sampuli za KJSEA kutoka kwa lango la CBA sasa.,Gol KJSEA samples e CBA portal sani.,Original dataset,,
160,Education,General,Download KPSEA sample papers from the KNEC CBA portal now.,Pakua karatasi za sampuli za KPSEA kutoka kwa lango la KNEC CBA sasa.,Gol KPSEA sample papers e KNEC CBA sani.,Original dataset,,
161,Education,General,Dress for success! Apply for uniform subsidies for needy students.,Vaa kwa ajili ya mafanikio! Omba ruzuku ya sare kwa wanafunzi wenye uhitaji.,Rwakri maber mondo ibed gi ngima maber! Kwa mondo omiyi kony mar pesa ma ok okal tong' ne jopuonjre modhier.,Original dataset,,
162,Education,Cholera,Drink safe water! Prevent cholera in schools.,Kunywa maji salama! Zuia kipindupindu shuleni.,Madho pi maler! Geng'o kolera e skunde.,Original dataset,,
163,Education,General,Dual training alert: All TVET students must sign industry contracts by Dec 31.,Tahadhari ya mafunzo mara mbili: Wanafunzi wote wa TVET lazima wasaini mikataba ya tasnia ifikapo Desemba 31.,Chenro mar tiegruok ariyo: Jopuonjre duto mag tiegruok mar TVET nyaka ti gi winjruok mar ohala kapok tarik 31 Desemba ochopo.,Original dataset,,
164,Education,General,Dual training now mandatory: All TVET students must work while learning.,Mafunzo mara mbili sasa ni lazima: Wanafunzi wote wa TVET lazima wafanye kazi wakati wa kujifunza.,Puonjruok e yore ariyo koro en gima ochuno: Jopuonjre duto mag TVET nyaka ti seche ma gipuonjore.,Original dataset,,
165,Education,General,EACC builds local watchdog groups to fight bribery in counties.,EACC hujenga vikundi vya walinzi wa ndani ili kupambana na rushwa katika kaunti.,EACC loso grube mag jorit e alwora mondo oked gi mibadhi e counties.,Original dataset,,
166,Education,General,EACC campaigns to encourage anonymous reporting of corruption cases.,EACC inafanya kampeni za kuhamasisha kuripoti visa vya ufisadi bila majina.,EACC timo kampen mar jiwo ji mondo ochiw ripot e wi weche mag mibadhi e yo ma onge ng'at ma ong'eyo.,Original dataset,,
167,Education,General,EACC forms school clubs to nurture anti-corruption values.,EACC huunda vilabu vya shule ili kukuza maadili ya kupambana na ufisadi.,EACC loso club mag skunde mondo gijiw timbe mag kedo gi mibadhi.,Original dataset,,
168,Education,General,EACC introduces a mobile app for easy reporting of corruption.,EACC inaanzisha programu ya simu kwa ajili ya kurahisisha kuripoti ufisadi.,EACC chako tiyo gi app mar simo mondo okony e chiwo ripot mayot e wi mibadhi.,Original dataset,,
169,Education,General,EACC introduces multiple reporting channels for whistleblowers.,EACC inaanzisha njia nyingi za kuripoti kwa wafichuzi.,EACC kelo yore mang'eny mag chiwo ripot ne joma chiwo ripot.,Original dataset,,
170,Education,General,EACC sensitizes citizens on reporting corruption through county forums.,EACC inahamasisha raia kuhusu kuripoti ufisadi kupitia majukwaa ya kaunti.,EACC konyo jopiny ng'eyo kaka ginyalo chiwo ripot mag mibadhi kokalo kuom forum mag kaunti.,Original dataset,,
